timestamp_utc,WS10M,WS50M,WD50M,T2M
2025-01-01 00:00:00,5.9,7.7,359.7,15.7
2025-01-01 01:00:00,6.27,8.22,1.1,15.51
2025-01-01 02:00:00,6.53,8.58,1.2,15.32
2025-01-01 03:00:00,6.62,8.71,3.8,15.08
2025-01-01 04:00:00,6.54,8.59,7.2,14.82
2025-01-01 05:00:00,6.26,8.21,8.8,14.57
2025-01-01 06:00:00,5.94,7.73,10.6,14.38
2025-01-01 07:00:00,5.61,7.04,12.8,15.34
2025-01-01 08:00:00,5.7,6.28,14.5,16.5
2025-01-01 09:00:00,5.32,5.73,8.8,17.33
2025-01-01 10:00:00,5.18,5.56,0.7,18.16
2025-01-01 11:00:00,5.24,5.59,353.2,18.91
2025-01-01 12:00:00,5.81,6.2,342.4,19.54
2025-01-01 13:00:00,6.5,7.01,338.6,20.0
2025-01-01 14:00:00,6.97,7.63,338.5,20.25
2025-01-01 15:00:00,7.28,8.13,339.2,20.26
2025-01-01 16:00:00,7.09,8.71,340.2,19.55
2025-01-01 17:00:00,7.27,9.43,343.1,18.38
2025-01-01 18:00:00,7.56,9.72,351.9,17.86
2025-01-01 19:00:00,7.43,9.6,5.6,17.26
2025-01-01 20:00:00,7.2,9.43,23.0,16.72
2025-01-01 21:00:00,6.64,8.69,31.8,16.15
2025-01-01 22:00:00,5.96,7.62,34.6,15.53
2025-01-01 23:00:00,5.29,6.59,37.4,15.02
2025-01-02 00:00:00,4.59,5.58,40.5,14.69
2025-01-02 01:00:00,3.92,4.65,45.9,14.61
2025-01-02 02:00:00,3.18,3.68,49.9,14.71
2025-01-02 03:00:00,2.43,2.76,54.8,14.92
2025-01-02 04:00:00,1.72,1.93,69.7,15.1
2025-01-02 05:00:00,0.87,0.93,75.7,15.2
2025-01-02 06:00:00,0.21,0.15,11.3,15.13
2025-01-02 07:00:00,0.52,0.7,262.6,15.5
2025-01-02 08:00:00,1.25,1.37,264.5,16.76
2025-01-02 09:00:00,2.02,2.12,261.0,17.46
2025-01-02 10:00:00,2.49,2.56,268.4,18.2
2025-01-02 11:00:00,2.31,2.36,280.7,18.89
2025-01-02 12:00:00,1.97,2.01,292.2,19.46
2025-01-02 13:00:00,1.93,1.96,307.3,19.9
2025-01-02 14:00:00,2.22,2.27,322.3,20.09
2025-01-02 15:00:00,2.69,2.82,333.3,19.9
2025-01-02 16:00:00,2.84,3.45,340.2,18.74
2025-01-02 17:00:00,3.28,3.93,339.8,17.64
2025-01-02 18:00:00,3.52,4.19,333.4,17.5
2025-01-02 19:00:00,3.51,4.16,329.1,17.46
2025-01-02 20:00:00,3.15,3.73,329.7,17.42
2025-01-02 21:00:00,2.61,3.07,330.3,17.32
2025-01-02 22:00:00,2.04,2.41,327.7,17.18
2025-01-02 23:00:00,1.61,1.91,315.8,17.07
2025-01-03 00:00:00,1.24,1.44,298.7,16.95
2025-01-03 01:00:00,1.01,1.12,269.5,16.86
2025-01-03 02:00:00,1.03,1.13,244.8,16.71
2025-01-03 03:00:00,0.93,1.01,229.4,16.61
2025-01-03 04:00:00,0.81,0.95,194.6,16.58
2025-01-03 05:00:00,0.85,1.04,170.6,16.69
2025-01-03 06:00:00,0.73,0.91,163.4,16.79
2025-01-03 07:00:00,0.54,0.67,171.4,17.17
2025-01-03 08:00:00,0.5,0.58,194.0,17.85
2025-01-03 09:00:00,0.56,0.7,192.4,18.71
2025-01-03 10:00:00,0.35,0.26,272.2,19.53
2025-01-03 11:00:00,1.32,1.24,325.2,20.08
2025-01-03 12:00:00,2.05,2.04,331.3,20.35
2025-01-03 13:00:00,2.8,2.87,340.4,20.33
2025-01-03 14:00:00,3.43,3.58,345.8,20.23
2025-01-03 15:00:00,3.98,4.27,345.8,19.9
2025-01-03 16:00:00,3.9,4.85,345.3,19.03
2025-01-03 17:00:00,4.32,5.51,343.8,18.33
2025-01-03 18:00:00,4.62,5.89,342.1,18.2
2025-01-03 19:00:00,4.49,5.66,338.6,17.97
2025-01-03 20:00:00,4.18,5.17,332.8,17.59
2025-01-03 21:00:00,3.65,4.48,327.5,17.39
2025-01-03 22:00:00,3.06,3.76,316.9,17.35
2025-01-03 23:00:00,2.97,3.59,298.3,17.1
2025-01-04 00:00:00,3.13,3.7,283.9,16.7
2025-01-04 01:00:00,3.04,3.51,277.0,16.36
2025-01-04 02:00:00,2.65,2.99,273.1,16.3
2025-01-04 03:00:00,2.33,2.58,269.8,16.4
2025-01-04 04:00:00,1.96,2.14,264.1,16.55
2025-01-04 05:00:00,1.89,2.08,256.1,16.5
2025-01-04 06:00:00,1.81,2.0,250.1,16.47
2025-01-04 07:00:00,1.59,1.78,246.5,16.7
2025-01-04 08:00:00,1.29,1.45,245.6,17.28
2025-01-04 09:00:00,1.16,1.13,247.5,17.87
2025-01-04 10:00:00,0.73,0.77,235.1,18.54
2025-01-04 11:00:00,0.43,0.55,209.4,19.23
2025-01-04 12:00:00,0.67,0.82,170.9,19.91
2025-01-04 13:00:00,1.15,1.33,153.6,20.49
2025-01-04 14:00:00,1.71,2.03,145.2,20.92
2025-01-04 15:00:00,1.98,2.63,136.8,20.98
2025-01-04 16:00:00,2.23,3.25,133.9,20.17
2025-01-04 17:00:00,2.51,3.55,138.3,19.79
2025-01-04 18:00:00,2.36,3.33,149.1,19.75
2025-01-04 19:00:00,2.37,3.2,166.3,19.55
2025-01-04 20:00:00,2.72,3.43,183.2,19.05
2025-01-04 21:00:00,3.1,3.81,195.2,18.56
2025-01-04 22:00:00,3.4,4.14,201.9,17.95
2025-01-04 23:00:00,3.55,4.31,201.8,17.49
2025-01-05 00:00:00,3.59,4.32,196.1,17.13
2025-01-05 01:00:00,3.7,4.44,189.5,16.91
2025-01-05 02:00:00,3.91,4.69,184.2,16.81
2025-01-05 03:00:00,4.27,5.16,178.1,16.76
2025-01-05 04:00:00,4.82,5.92,175.1,16.7
2025-01-05 05:00:00,5.25,6.53,177.0,16.61
2025-01-05 06:00:00,5.4,6.78,182.4,16.34
2025-01-05 07:00:00,5.39,6.63,190.9,16.98
2025-01-05 08:00:00,5.45,6.01,188.6,18.25
2025-01-05 09:00:00,5.75,6.4,190.3,20.23
2025-01-05 10:00:00,4.96,6.03,198.9,21.94
2025-01-05 11:00:00,3.98,5.55,211.4,22.86
2025-01-05 12:00:00,3.95,5.74,230.0,23.31
2025-01-05 13:00:00,4.54,6.49,251.2,23.36
2025-01-05 14:00:00,5.38,7.37,270.0,23.05
2025-01-05 15:00:00,5.92,7.67,284.6,22.35
2025-01-05 16:00:00,5.56,7.62,295.4,20.72
2025-01-05 17:00:00,5.74,7.68,297.0,19.23
2025-01-05 18:00:00,5.71,7.45,295.7,18.32
2025-01-05 19:00:00,5.57,7.18,296.5,17.49
2025-01-05 20:00:00,5.66,7.26,298.5,16.92
2025-01-05 21:00:00,5.94,7.61,299.7,16.57
2025-01-05 22:00:00,6.24,7.98,303.0,16.37
2025-01-05 23:00:00,6.57,8.41,311.1,16.22
2025-01-06 00:00:00,6.92,8.89,319.9,16.12
2025-01-06 01:00:00,7.57,9.75,327.9,16.32
2025-01-06 02:00:00,8.26,10.35,331.5,16.62
2025-01-06 03:00:00,8.49,10.46,332.1,16.66
2025-01-06 04:00:00,8.46,10.48,333.2,16.57
2025-01-06 05:00:00,8.37,10.39,334.3,16.47
2025-01-06 06:00:00,8.19,10.21,336.1,16.39
2025-01-06 07:00:00,8.37,9.83,337.8,16.83
2025-01-06 08:00:00,8.95,10.23,341.2,17.58
2025-01-06 09:00:00,9.58,10.84,344.2,18.5
2025-01-06 10:00:00,9.82,11.05,343.9,19.29
2025-01-06 11:00:00,9.84,11.04,341.8,19.96
2025-01-06 12:00:00,9.77,11.0,339.0,20.56
2025-01-06 13:00:00,9.67,10.99,336.5,21.0
2025-01-06 14:00:00,9.61,11.05,334.9,21.25
2025-01-06 15:00:00,9.51,11.06,334.3,21.17
2025-01-06 16:00:00,8.75,10.53,333.7,20.56
2025-01-06 17:00:00,8.11,10.24,335.5,19.65
2025-01-06 18:00:00,8.14,10.19,343.5,19.16
2025-01-06 19:00:00,7.6,9.53,349.1,18.49
2025-01-06 20:00:00,7.01,8.95,354.5,17.81
2025-01-06 21:00:00,6.63,8.61,1.1,17.31
2025-01-06 22:00:00,6.19,8.13,5.9,16.86
2025-01-06 23:00:00,5.85,7.7,7.5,16.45
2025-01-07 00:00:00,5.64,7.39,6.9,16.11
2025-01-07 01:00:00,5.47,7.15,5.6,15.71
2025-01-07 02:00:00,5.44,7.08,3.7,15.34
2025-01-07 03:00:00,5.61,7.3,0.9,15.13
2025-01-07 04:00:00,5.91,7.7,356.9,14.97
2025-01-07 05:00:00,6.27,8.16,356.2,14.85
2025-01-07 06:00:00,6.29,8.21,0.5,14.79
2025-01-07 07:00:00,6.01,7.37,8.5,15.72
2025-01-07 08:00:00,5.27,5.8,18.6,16.84
2025-01-07 09:00:00,3.59,3.91,25.1,17.93
2025-01-07 10:00:00,1.96,2.1,20.1,19.05
2025-01-07 11:00:00,1.03,0.82,317.0,19.98
2025-01-07 12:00:00,2.01,1.86,255.4,20.56
2025-01-07 13:00:00,3.04,3.01,252.2,20.86
2025-01-07 14:00:00,3.72,3.83,261.9,20.81
2025-01-07 15:00:00,3.96,4.21,274.4,20.56
2025-01-07 16:00:00,3.84,4.63,284.6,19.73
2025-01-07 17:00:00,3.88,4.81,298.0,18.7
2025-01-07 18:00:00,3.76,4.62,311.8,18.35
2025-01-07 19:00:00,3.41,4.09,322.7,18.06
2025-01-07 20:00:00,2.76,3.23,330.3,17.92
2025-01-07 21:00:00,1.92,2.21,335.6,17.82
2025-01-07 22:00:00,1.06,1.19,347.4,17.74
2025-01-07 23:00:00,0.54,0.64,70.7,17.71
2025-01-08 00:00:00,1.22,1.47,133.9,17.7
2025-01-08 01:00:00,1.85,2.16,154.3,17.53
2025-01-08 02:00:00,2.24,2.64,159.6,17.3
2025-01-08 03:00:00,2.54,3.0,152.2,17.15
2025-01-08 04:00:00,2.82,3.34,146.6,17.01
2025-01-08 05:00:00,2.95,3.52,147.5,16.88
2025-01-08 06:00:00,3.05,3.66,150.1,16.7
2025-01-08 07:00:00,3.17,3.93,151.6,17.22
2025-01-08 08:00:00,3.76,4.24,153.5,18.73
2025-01-08 09:00:00,4.24,4.62,153.9,19.57
2025-01-08 10:00:00,4.21,4.55,154.5,20.25
2025-01-08 11:00:00,3.83,4.14,158.8,20.85
2025-01-08 12:00:00,3.22,3.51,164.3,21.32
2025-01-08 13:00:00,2.44,2.71,170.6,21.6
2025-01-08 14:00:00,1.63,1.89,180.3,21.61
2025-01-08 15:00:00,0.91,1.12,201.5,21.33
2025-01-08 16:00:00,0.5,0.58,276.9,20.74
2025-01-08 17:00:00,1.17,1.36,348.1,20.19
2025-01-08 18:00:00,2.03,2.41,5.7,19.57
2025-01-08 19:00:00,2.64,3.13,10.5,18.97
2025-01-08 20:00:00,2.76,3.25,11.3,18.56
2025-01-08 21:00:00,2.4,2.8,359.8,18.35
2025-01-08 22:00:00,2.09,2.4,335.7,18.11
2025-01-08 23:00:00,2.04,2.33,313.8,17.78
2025-01-09 00:00:00,1.97,2.2,299.9,17.46
2025-01-09 01:00:00,1.47,1.59,293.3,17.36
2025-01-09 02:00:00,0.3,0.2,306.9,17.54
2025-01-09 03:00:00,1.4,1.73,109.9,17.47
2025-01-09 04:00:00,2.88,3.43,117.0,16.9
2025-01-09 05:00:00,3.65,4.38,122.0,16.44
2025-01-09 06:00:00,4.0,4.84,125.1,16.22
2025-01-09 07:00:00,4.07,5.07,127.7,17.1
2025-01-09 08:00:00,4.47,4.98,134.3,18.8
2025-01-09 09:00:00,4.69,5.22,149.2,19.9
2025-01-09 10:00:00,4.74,5.29,156.6,20.8
2025-01-09 11:00:00,4.47,5.05,155.9,21.42
2025-01-09 12:00:00,4.24,4.9,152.4,21.78
2025-01-09 13:00:00,4.16,4.91,146.8,21.93
2025-01-09 14:00:00,4.42,5.19,138.8,21.84
2025-01-09 15:00:00,5.01,5.74,131.6,21.38
2025-01-09 16:00:00,5.17,6.28,128.6,20.31
2025-01-09 17:00:00,5.09,6.66,133.1,19.14
2025-01-09 18:00:00,5.01,6.54,140.5,18.87
2025-01-09 19:00:00,4.79,6.23,147.7,18.63
2025-01-09 20:00:00,4.65,6.0,154.0,18.42
2025-01-09 21:00:00,4.58,5.86,158.6,18.18
2025-01-09 22:00:00,4.52,5.73,160.2,17.95
2025-01-09 23:00:00,4.29,5.37,161.0,17.73
2025-01-10 00:00:00,3.91,4.82,163.7,17.51
2025-01-10 01:00:00,3.4,4.13,166.8,17.34
2025-01-10 02:00:00,2.8,3.36,166.4,17.36
2025-01-10 03:00:00,2.04,2.43,172.4,17.43
2025-01-10 04:00:00,1.6,1.89,205.3,17.17
2025-01-10 05:00:00,2.19,2.62,239.7,16.69
2025-01-10 06:00:00,3.14,3.82,258.5,16.34
2025-01-10 07:00:00,4.15,5.01,269.0,16.84
2025-01-10 08:00:00,4.47,4.74,278.7,18.09
2025-01-10 09:00:00,3.83,4.09,294.4,19.63
2025-01-10 10:00:00,3.69,4.03,302.1,20.87
2025-01-10 11:00:00,3.53,3.98,308.2,21.65
2025-01-10 12:00:00,3.25,3.89,312.5,22.02
2025-01-10 13:00:00,3.23,4.05,313.6,22.18
2025-01-10 14:00:00,3.61,4.57,312.5,22.15
2025-01-10 15:00:00,4.23,5.28,310.6,21.88
2025-01-10 16:00:00,4.34,5.96,308.0,20.73
2025-01-10 17:00:00,4.88,6.46,301.5,19.35
2025-01-10 18:00:00,4.95,6.37,293.4,18.57
2025-01-10 19:00:00,4.85,6.19,287.8,17.8
2025-01-10 20:00:00,4.66,5.9,287.1,17.17
2025-01-10 21:00:00,4.47,5.61,289.4,16.67
2025-01-10 22:00:00,4.33,5.42,292.4,16.28
2025-01-10 23:00:00,4.56,5.72,300.6,16.16
2025-01-11 00:00:00,4.98,6.31,310.6,16.08
2025-01-11 01:00:00,5.37,6.87,320.1,15.97
2025-01-11 02:00:00,5.72,7.42,327.8,15.95
2025-01-11 03:00:00,5.94,7.76,332.6,15.85
2025-01-11 04:00:00,5.87,7.7,335.4,15.69
2025-01-11 05:00:00,5.61,7.34,336.3,15.44
2025-01-11 06:00:00,5.28,6.87,337.1,15.22
2025-01-11 07:00:00,5.17,6.34,338.1,16.08
2025-01-11 08:00:00,5.57,6.16,340.9,16.76
2025-01-11 09:00:00,5.71,6.17,341.2,17.31
2025-01-11 10:00:00,5.79,6.2,337.1,17.9
2025-01-11 11:00:00,6.0,6.42,334.0,18.53
2025-01-11 12:00:00,6.36,6.87,333.7,19.04
2025-01-11 13:00:00,6.74,7.34,334.9,19.46
2025-01-11 14:00:00,7.01,7.74,337.5,19.7
2025-01-11 15:00:00,7.18,8.04,340.7,19.85
2025-01-11 16:00:00,6.68,8.1,343.5,19.52
2025-01-11 17:00:00,6.08,7.99,345.4,18.63
2025-01-11 18:00:00,5.67,7.43,347.2,18.36
2025-01-11 19:00:00,5.18,6.69,347.4,18.07
2025-01-11 20:00:00,4.69,5.95,345.6,17.78
2025-01-11 21:00:00,4.35,5.43,341.5,17.47
2025-01-11 22:00:00,4.36,5.41,337.7,17.13
2025-01-11 23:00:00,4.59,5.74,336.2,16.79
2025-01-12 00:00:00,4.73,5.94,335.8,16.51
2025-01-12 01:00:00,4.73,5.94,336.2,16.3
2025-01-12 02:00:00,4.77,6.0,336.9,16.1
2025-01-12 03:00:00,4.8,6.05,340.3,15.94
2025-01-12 04:00:00,4.55,5.73,346.7,15.82
2025-01-12 05:00:00,4.1,5.09,351.1,15.7
2025-01-12 06:00:00,3.56,4.36,351.0,15.66
2025-01-12 07:00:00,2.94,3.65,351.6,16.62
2025-01-12 08:00:00,2.77,3.01,358.7,17.98
2025-01-12 09:00:00,2.37,2.54,5.2,19.1
2025-01-12 10:00:00,2.1,2.23,356.7,20.06
2025-01-12 11:00:00,2.07,2.15,343.0,20.69
2025-01-12 12:00:00,2.17,2.23,327.4,21.06
2025-01-12 13:00:00,2.46,2.54,313.9,21.25
2025-01-12 14:00:00,2.96,3.09,304.7,21.21
2025-01-12 15:00:00,3.52,3.75,304.0,20.88
2025-01-12 16:00:00,3.5,4.23,314.8,19.94
2025-01-12 17:00:00,3.67,4.56,334.7,18.69
2025-01-12 18:00:00,3.78,4.65,350.7,18.33
2025-01-12 19:00:00,3.5,4.25,357.7,18.13
2025-01-12 20:00:00,2.9,3.43,354.7,18.09
2025-01-12 21:00:00,2.38,2.77,339.1,18.07
2025-01-12 22:00:00,2.32,2.69,318.6,17.85
2025-01-12 23:00:00,2.52,2.95,306.2,17.5
2025-01-13 00:00:00,2.72,3.19,301.8,17.18
2025-01-13 01:00:00,2.69,3.15,303.1,16.93
2025-01-13 02:00:00,2.45,2.85,307.2,16.8
2025-01-13 03:00:00,1.97,2.24,314.8,16.83
2025-01-13 04:00:00,1.33,1.49,319.4,16.99
2025-01-13 05:00:00,0.59,0.62,346.9,17.28
2025-01-13 06:00:00,0.07,0.13,116.6,17.41
2025-01-13 07:00:00,0.51,0.6,212.1,17.94
2025-01-13 08:00:00,0.82,0.89,213.5,18.99
2025-01-13 09:00:00,1.34,1.53,186.8,20.07
2025-01-13 10:00:00,1.7,1.95,180.9,21.2
2025-01-13 11:00:00,1.42,1.72,178.7,21.93
2025-01-13 12:00:00,1.0,1.36,168.1,22.25
2025-01-13 13:00:00,0.68,0.95,146.6,22.42
2025-01-13 14:00:00,0.52,0.63,108.4,22.42
2025-01-13 15:00:00,0.64,0.68,58.2,22.15
2025-01-13 16:00:00,1.07,1.42,20.6,21.17
2025-01-13 17:00:00,1.93,2.36,14.5,20.2
2025-01-13 18:00:00,2.43,2.89,10.4,19.62
2025-01-13 19:00:00,2.65,3.1,11.0,19.07
2025-01-13 20:00:00,2.67,3.13,9.6,18.78
2025-01-13 21:00:00,2.65,3.13,6.6,18.56
2025-01-13 22:00:00,2.42,2.83,355.7,18.34
2025-01-13 23:00:00,2.3,2.72,334.5,18.03
2025-01-14 00:00:00,2.92,3.49,313.0,17.53
2025-01-14 01:00:00,3.41,4.11,309.6,17.05
2025-01-14 02:00:00,3.29,3.97,307.0,16.84
2025-01-14 03:00:00,3.24,3.86,304.8,16.43
2025-01-14 04:00:00,2.75,3.21,310.8,16.44
2025-01-14 05:00:00,2.53,2.96,311.2,16.45
2025-01-14 06:00:00,2.35,2.77,303.1,16.44
2025-01-14 07:00:00,1.91,2.3,290.3,17.33
2025-01-14 08:00:00,0.74,0.83,285.4,17.86
2025-01-14 09:00:00,1.65,1.69,265.9,18.78
2025-01-14 10:00:00,2.3,2.3,249.7,19.83
2025-01-14 11:00:00,2.44,2.54,247.3,20.86
2025-01-14 12:00:00,0.93,1.03,233.7,21.56
2025-01-14 13:00:00,1.23,1.35,117.9,21.35
2025-01-14 14:00:00,0.36,0.37,45.0,21.03
2025-01-14 15:00:00,2.12,2.3,306.2,20.95
2025-01-14 16:00:00,3.43,4.3,309.8,20.0
2025-01-14 17:00:00,3.74,4.59,330.4,18.97
2025-01-14 18:00:00,3.8,4.68,346.6,18.82
2025-01-14 19:00:00,3.55,4.37,353.2,18.87
2025-01-14 20:00:00,2.98,3.66,349.9,19.01
2025-01-14 21:00:00,2.52,3.1,332.3,19.09
2025-01-14 22:00:00,2.69,3.28,301.8,18.96
2025-01-14 23:00:00,3.45,4.23,289.8,18.5
2025-01-15 00:00:00,3.7,4.53,295.4,18.12
2025-01-15 01:00:00,3.71,4.53,304.3,17.84
2025-01-15 02:00:00,3.44,4.15,315.1,17.78
2025-01-15 03:00:00,3.82,4.65,325.9,17.69
2025-01-15 04:00:00,4.24,5.26,334.8,17.71
2025-01-15 05:00:00,4.51,5.67,344.3,17.68
2025-01-15 06:00:00,4.36,5.46,350.5,17.62
2025-01-15 07:00:00,3.98,5.06,341.2,18.09
2025-01-15 08:00:00,4.41,5.41,329.8,18.65
2025-01-15 09:00:00,5.18,5.82,321.6,19.03
2025-01-15 10:00:00,5.97,6.52,317.4,19.35
2025-01-15 11:00:00,6.23,6.76,311.9,19.74
2025-01-15 12:00:00,6.73,7.37,308.4,19.98
2025-01-15 13:00:00,6.94,7.68,314.6,20.22
2025-01-15 14:00:00,6.45,7.24,326.4,20.41
2025-01-15 15:00:00,6.5,7.41,330.6,20.52
2025-01-15 16:00:00,5.64,7.1,333.9,20.02
2025-01-15 17:00:00,5.16,6.77,333.6,19.34
2025-01-15 18:00:00,5.3,6.96,331.2,19.23
2025-01-15 19:00:00,5.08,6.61,335.2,19.03
2025-01-15 20:00:00,4.84,6.27,334.3,18.8
2025-01-15 21:00:00,5.2,6.72,328.2,18.42
2025-01-15 22:00:00,5.27,6.81,326.7,18.06
2025-01-15 23:00:00,5.48,7.02,324.3,18.02
2025-01-16 00:00:00,5.38,6.86,320.9,17.9
2025-01-16 01:00:00,6.07,7.59,314.4,17.74
2025-01-16 02:00:00,6.47,7.96,312.6,17.57
2025-01-16 03:00:00,6.5,7.92,311.3,17.34
2025-01-16 04:00:00,7.04,8.43,306.8,17.15
2025-01-16 05:00:00,7.59,9.01,305.9,16.98
2025-01-16 06:00:00,7.97,9.44,307.4,16.77
2025-01-16 07:00:00,8.12,9.31,309.7,17.28
2025-01-16 08:00:00,8.13,8.97,312.3,18.47
2025-01-16 09:00:00,8.67,9.6,316.7,19.95
2025-01-16 10:00:00,8.6,9.96,325.6,21.39
2025-01-16 11:00:00,8.29,9.98,332.0,22.56
2025-01-16 12:00:00,7.53,9.48,338.5,23.48
2025-01-16 13:00:00,6.75,9.0,344.7,23.99
2025-01-16 14:00:00,6.43,8.96,350.1,24.02
2025-01-16 15:00:00,6.73,9.48,353.8,23.93
2025-01-16 16:00:00,6.75,10.15,356.5,23.06
2025-01-16 17:00:00,6.83,10.27,356.1,21.87
2025-01-16 18:00:00,7.01,9.79,353.9,21.24
2025-01-16 19:00:00,7.45,9.55,349.8,20.62
2025-01-16 20:00:00,7.5,9.17,344.7,19.84
2025-01-16 21:00:00,7.53,8.94,338.8,18.98
2025-01-16 22:00:00,7.36,8.72,339.7,18.54
2025-01-16 23:00:00,6.93,8.3,342.9,18.17
2025-01-17 00:00:00,6.17,7.63,347.3,17.67
2025-01-17 01:00:00,5.5,6.95,347.3,17.3
2025-01-17 02:00:00,5.21,6.49,343.8,17.45
2025-01-17 03:00:00,5.19,6.44,339.2,17.46
2025-01-17 04:00:00,5.44,6.74,337.2,17.51
2025-01-17 05:00:00,5.81,7.16,336.8,17.57
2025-01-17 06:00:00,5.78,7.13,334.9,17.41
2025-01-17 07:00:00,6.14,7.01,333.0,17.87
2025-01-17 08:00:00,6.6,7.17,336.4,19.03
2025-01-17 09:00:00,6.68,7.33,344.4,20.69
2025-01-17 10:00:00,6.87,8.04,347.4,21.99
2025-01-17 11:00:00,7.68,9.2,344.8,22.23
2025-01-17 12:00:00,8.63,10.38,343.3,22.4
2025-01-17 13:00:00,9.1,11.11,344.4,22.98
2025-01-17 14:00:00,9.15,11.39,345.2,23.41
2025-01-17 15:00:00,9.56,11.82,343.3,23.15
2025-01-17 16:00:00,9.76,11.95,341.3,22.0
2025-01-17 17:00:00,9.89,12.0,340.8,20.78
2025-01-17 18:00:00,9.75,11.69,344.0,20.14
2025-01-17 19:00:00,9.19,10.87,345.9,19.54
2025-01-17 20:00:00,8.48,10.0,346.6,18.97
2025-01-17 21:00:00,7.86,9.24,342.2,18.44
2025-01-17 22:00:00,7.41,8.79,340.6,17.96
2025-01-17 23:00:00,6.79,8.08,341.6,17.61
2025-01-18 00:00:00,6.23,7.5,342.2,17.31
2025-01-18 01:00:00,6.19,7.49,344.5,17.02
2025-01-18 02:00:00,6.02,7.34,346.9,16.73
2025-01-18 03:00:00,5.89,7.27,350.6,16.54
2025-01-18 04:00:00,5.56,7.0,354.7,16.36
2025-01-18 05:00:00,5.08,6.44,358.9,16.26
2025-01-18 06:00:00,4.59,5.76,358.0,16.1
2025-01-18 07:00:00,4.66,5.54,353.1,16.63
2025-01-18 08:00:00,5.24,5.61,349.8,17.38
2025-01-18 09:00:00,5.43,5.84,344.2,18.42
2025-01-18 10:00:00,6.16,6.77,339.2,19.68
2025-01-18 11:00:00,6.75,7.71,337.2,20.85
2025-01-18 12:00:00,7.51,8.76,334.9,21.56
2025-01-18 13:00:00,8.38,9.85,331.8,21.94
2025-01-18 14:00:00,9.11,10.7,330.3,21.93
2025-01-18 15:00:00,9.73,11.42,329.7,21.53
2025-01-18 16:00:00,9.84,11.7,327.4,20.55
2025-01-18 17:00:00,9.93,11.95,327.7,19.57
2025-01-18 18:00:00,9.88,11.74,333.9,19.18
2025-01-18 19:00:00,9.26,10.97,340.0,18.69
2025-01-18 20:00:00,8.47,10.05,340.3,18.07
2025-01-18 21:00:00,8.14,9.71,339.8,17.56
2025-01-18 22:00:00,8.07,9.7,340.5,17.19
2025-01-18 23:00:00,8.12,9.79,340.6,16.87
2025-01-19 00:00:00,8.26,9.96,339.5,16.56
2025-01-19 01:00:00,8.02,9.68,340.6,16.21
2025-01-19 02:00:00,8.22,9.83,342.7,16.09
2025-01-19 03:00:00,8.18,9.77,343.6,15.96
2025-01-19 04:00:00,8.01,9.56,344.7,15.9
2025-01-19 05:00:00,7.9,9.48,345.2,15.91
2025-01-19 06:00:00,7.63,9.29,346.2,15.88
2025-01-19 07:00:00,7.49,8.69,344.6,16.58
2025-01-19 08:00:00,7.98,8.83,340.8,17.77
2025-01-19 09:00:00,8.42,9.29,337.5,19.02
2025-01-19 10:00:00,8.85,9.85,333.8,20.18
2025-01-19 11:00:00,9.59,10.8,328.9,20.96
2025-01-19 12:00:00,10.09,11.45,327.1,21.28
2025-01-19 13:00:00,10.4,11.9,324.5,21.37
2025-01-19 14:00:00,10.6,12.22,321.8,20.93
2025-01-19 15:00:00,10.81,12.49,319.5,20.36
2025-01-19 16:00:00,10.8,12.6,318.7,19.69
2025-01-19 17:00:00,10.54,12.39,319.5,19.01
2025-01-19 18:00:00,9.78,11.5,323.6,18.64
2025-01-19 19:00:00,9.06,10.75,328.6,18.26
2025-01-19 20:00:00,8.2,9.88,332.2,17.78
2025-01-19 21:00:00,7.46,9.12,333.2,17.19
2025-01-19 22:00:00,6.95,8.67,334.1,16.77
2025-01-19 23:00:00,6.8,8.51,334.8,16.47
2025-01-20 00:00:00,6.95,8.64,333.6,16.22
2025-01-20 01:00:00,7.26,8.95,332.8,16.04
2025-01-20 02:00:00,7.56,9.23,331.6,15.93
2025-01-20 03:00:00,7.79,9.46,330.4,15.85
2025-01-20 04:00:00,7.8,9.45,328.8,15.76
2025-01-20 05:00:00,7.73,9.34,326.7,15.61
2025-01-20 06:00:00,7.59,9.13,324.5,15.48
2025-01-20 07:00:00,7.8,8.89,321.2,16.24
2025-01-20 08:00:00,7.96,8.68,319.0,17.5
2025-01-20 09:00:00,7.89,8.53,319.6,18.98
2025-01-20 10:00:00,7.94,8.66,320.4,20.28
2025-01-20 11:00:00,7.82,8.74,322.3,21.38
2025-01-20 12:00:00,8.05,9.14,323.4,22.02
2025-01-20 13:00:00,8.32,9.62,325.7,22.37
2025-01-20 14:00:00,8.61,10.07,325.0,22.4
2025-01-20 15:00:00,8.9,10.51,322.6,22.14
2025-01-20 16:00:00,8.37,10.32,321.7,21.23
2025-01-20 17:00:00,7.84,10.23,325.2,19.86
2025-01-20 18:00:00,7.61,9.76,332.2,19.25
2025-01-20 19:00:00,6.95,8.9,337.2,18.73
2025-01-20 20:00:00,6.28,8.03,339.4,18.25
2025-01-20 21:00:00,5.89,7.43,338.7,17.89
2025-01-20 22:00:00,5.81,7.24,334.9,17.44
2025-01-20 23:00:00,5.75,7.08,333.1,17.05
2025-01-21 00:00:00,5.7,7.01,332.4,16.67
