timestamp_utc,allsky_sfc_sw_dwn,allsky_sfc_sw_dni,t2m_benban,clrsky_sfc_sw_dwn,ws10m,ws50m,wd50m,t2m_suez,hour_of_day,month,day_of_year,ws100m
2025-01-01 00:00:00,0.0,0.0,9.43,0.0,5.9,7.7,359.7,15.7,0,1,1,8.484669392249902
2025-01-01 01:00:00,0.0,0.0,8.98,0.0,6.27,8.22,1.1,15.51,1,1,1,9.05766005250574
2025-01-01 02:00:00,0.0,0.0,8.43,0.0,6.53,8.58,1.2,15.32,2,1,1,9.45434589422132
2025-01-01 03:00:00,0.0,0.0,7.8,0.0,6.62,8.71,3.8,15.08,3,1,1,9.59759355928528
2025-01-01 04:00:00,0.0,0.0,7.29,0.0,6.54,8.59,7.2,14.82,4,1,1,9.465364945380086
2025-01-01 05:00:00,0.0,0.0,6.95,0.0,6.26,8.21,8.8,14.57,5,1,1,9.046641001346975
2025-01-01 06:00:00,5.62,2.45,6.87,5.62,5.94,7.73,10.6,14.38,6,1,1,8.517726545726202
2025-01-01 07:00:00,134.6,342.24,8.07,135.57,5.61,7.04,12.8,15.34,7,1,1,7.757412015771339
2025-01-01 08:00:00,346.42,640.07,10.66,348.05,5.7,6.28,14.5,16.5,8,1,1,6.919964127705115
2025-01-01 09:00:00,531.92,787.08,14.83,533.25,5.32,5.73,8.8,17.33,9,1,1,6.31391631397298
2025-01-01 10:00:00,658.75,837.21,17.24,664.75,5.18,5.56,0.7,18.16,10,1,1,6.126592444273955
2025-01-01 11:00:00,710.7,753.03,18.73,717.3,5.24,5.59,353.2,18.91,11,1,1,6.159649597750254
2025-01-01 12:00:00,706.58,756.61,19.79,710.4,5.81,6.2,342.4,19.54,12,1,1,6.831811718434986
2025-01-01 13:00:00,624.08,717.04,20.45,631.95,6.5,7.01,338.6,20.0,13,1,1,7.724354862295041
2025-01-01 14:00:00,480.75,649.18,20.58,487.45,6.97,7.63,338.5,20.25,14,1,1,8.40753603413854
2025-01-01 15:00:00,290.77,512.81,20.07,294.45,7.28,8.13,339.2,20.26,15,1,1,8.958488592076845
2025-01-01 16:00:00,89.57,164.46,17.3,90.12,7.09,8.71,340.2,19.55,16,1,1,9.59759355928528
2025-01-01 17:00:00,0.0,0.0,13.9,0.0,7.27,9.43,343.1,18.38,17,1,1,10.390965242716439
2025-01-01 18:00:00,0.0,0.0,13.15,0.0,7.56,9.72,351.9,17.86,18,1,1,10.710517726320656
2025-01-01 19:00:00,0.0,0.0,12.63,0.0,7.43,9.6,5.6,17.26,19,1,1,10.578289112415462
2025-01-01 20:00:00,0.0,0.0,12.03,0.0,7.2,9.43,23.0,16.72,20,1,1,10.390965242716439
2025-01-01 21:00:00,0.0,0.0,11.25,0.0,6.64,8.69,31.8,16.15,21,1,1,9.575555456967747
2025-01-01 22:00:00,0.0,0.0,10.24,0.0,5.96,7.62,34.6,15.53,22,1,1,8.396516982979774
2025-01-01 23:00:00,0.0,0.0,9.27,0.0,5.29,6.59,37.4,15.02,23,1,1,7.2615547136268646
2025-01-02 00:00:00,0.0,0.0,8.51,0.0,4.59,5.58,40.5,14.69,0,1,2,6.1486305465914874
2025-01-02 01:00:00,0.0,0.0,7.86,0.0,3.92,4.65,45.9,14.61,1,1,2,5.12385878882624
2025-01-02 02:00:00,0.0,0.0,7.34,0.0,3.18,3.68,49.9,14.71,2,1,2,4.055010826425927
2025-01-02 03:00:00,0.0,0.0,6.98,0.0,2.43,2.76,54.8,14.92,3,1,2,3.041258119819445
2025-01-02 04:00:00,0.0,0.0,6.75,0.0,1.72,1.93,69.7,15.1,4,1,2,2.1266768736418586
2025-01-02 05:00:00,0.0,0.0,6.66,0.0,0.87,0.93,75.7,15.2,5,1,2,1.024771757765248
2025-01-02 06:00:00,5.93,19.06,6.57,6.0,0.21,0.15,11.3,15.13,6,1,2,0.1652857673814916
2025-01-02 07:00:00,140.85,461.26,8.76,143.1,0.52,0.7,262.6,15.5,7,1,2,0.7713335811136274
2025-01-02 08:00:00,351.85,723.78,11.4,355.0,1.25,1.37,264.5,16.76,8,1,2,1.5096100087509567
2025-01-02 09:00:00,534.97,827.46,15.32,537.97,2.02,2.12,261.0,17.46,9,1,2,2.3360388456584147
2025-01-02 10:00:00,665.5,908.18,19.21,668.05,2.49,2.56,268.4,18.2,10,1,2,2.8208770966441232
2025-01-02 11:00:00,714.85,824.01,21.06,717.05,2.31,2.36,280.7,18.89,11,1,2,2.600496073468801
2025-01-02 12:00:00,708.47,823.52,22.44,710.35,1.97,2.01,292.2,19.46,12,1,2,2.214829282911987
2025-01-02 13:00:00,630.9,782.61,23.3,631.72,1.93,1.96,307.3,19.9,13,1,2,2.159734027118157
2025-01-02 14:00:00,488.08,707.98,23.56,489.02,2.22,2.27,322.3,20.09,14,1,2,2.5013246130399063
2025-01-02 15:00:00,296.5,563.98,23.08,297.35,2.69,2.82,333.3,19.9,15,1,2,3.107372426772042
2025-01-02 16:00:00,94.97,232.88,19.45,95.3,2.84,3.45,340.2,18.74,16,1,2,3.801572649774307
2025-01-02 17:00:00,0.0,0.0,16.07,0.0,3.28,3.93,339.8,17.64,17,1,2,4.33048710539508
2025-01-02 18:00:00,0.0,0.0,15.0,0.0,3.52,4.19,333.4,17.5,18,1,2,4.616982435522999
2025-01-02 19:00:00,0.0,0.0,14.2,0.0,3.51,4.16,329.1,17.46,19,1,2,4.5839252820467005
2025-01-02 20:00:00,0.0,0.0,13.36,0.0,3.15,3.73,329.7,17.42,20,1,2,4.110106082219758
2025-01-02 21:00:00,0.0,0.0,12.33,0.0,2.61,3.07,330.3,17.32,21,1,2,3.3828487057411945
2025-01-02 22:00:00,0.0,0.0,11.21,0.0,2.04,2.41,327.7,17.18,22,1,2,2.6555913292626316
2025-01-02 23:00:00,0.0,0.0,10.21,0.0,1.61,1.91,315.8,17.07,23,1,2,2.104638771324326
2025-01-03 00:00:00,0.0,0.0,9.4,0.0,1.24,1.44,298.7,16.95,0,1,3,1.5867433668623192
2025-01-03 01:00:00,0.0,0.0,8.78,0.0,1.01,1.12,269.5,16.86,1,1,3,1.234133729781804
2025-01-03 02:00:00,0.0,0.0,8.24,0.0,1.03,1.13,244.8,16.71,2,1,3,1.24515278094057
2025-01-03 03:00:00,0.0,0.0,7.71,0.0,0.93,1.01,229.4,16.61,3,1,3,1.1129241670353769
2025-01-03 04:00:00,0.0,0.0,7.21,0.0,0.81,0.95,194.6,16.58,4,1,3,1.04680986008278
2025-01-03 05:00:00,0.0,0.0,6.78,0.0,0.85,1.04,170.6,16.69,5,1,3,1.1459813205116751
2025-01-03 06:00:00,5.62,9.92,6.51,5.68,0.73,0.91,163.4,16.79,6,1,3,1.0027336554477158
2025-01-03 07:00:00,134.75,381.88,9.18,138.9,0.54,0.67,171.4,17.17,7,1,3,0.7382764276373291
2025-01-03 08:00:00,339.3,649.88,11.79,350.65,0.5,0.58,194.0,17.85,8,1,3,0.6391049672084341
2025-01-03 09:00:00,516.95,772.24,15.55,535.38,0.56,0.7,192.4,18.71,9,1,3,0.7713335811136274
2025-01-03 10:00:00,643.12,836.93,19.05,667.97,0.35,0.26,272.2,19.53,10,1,3,0.2864953301279188
2025-01-03 11:00:00,696.38,767.29,21.46,726.6,1.32,1.24,325.2,20.08,11,1,3,1.3663623436869972
2025-01-03 12:00:00,687.05,784.14,23.18,721.42,2.05,2.04,331.3,20.35,12,1,3,2.247886436388286
2025-01-03 13:00:00,619.4,703.04,24.29,643.0,2.8,2.87,340.4,20.33,13,1,3,3.1624676825658726
2025-01-03 14:00:00,469.65,657.01,24.72,499.58,3.43,3.58,345.8,20.23,14,1,3,3.944820314838266
2025-01-03 15:00:00,289.15,487.68,24.24,306.15,3.98,4.27,345.8,19.9,15,1,3,4.705134844793127
2025-01-03 16:00:00,95.78,225.69,20.21,100.22,3.9,4.85,345.3,19.03,16,1,3,5.344239812001561
2025-01-03 17:00:00,0.0,0.0,17.11,0.0,4.32,5.51,343.8,18.33,17,1,3,6.071497188480125
2025-01-03 18:00:00,0.0,0.0,16.16,0.0,4.62,5.89,342.1,18.2,18,1,3,6.490221132513237
2025-01-03 19:00:00,0.0,0.0,15.4,0.0,4.49,5.66,338.6,17.97,19,1,3,6.236782955861616
2025-01-03 20:00:00,0.0,0.0,14.4,0.0,4.18,5.17,332.8,17.59,20,1,3,5.696849449082077
2025-01-03 21:00:00,0.0,0.0,13.23,0.0,3.65,4.48,327.5,17.39,21,1,3,4.936534919127216
2025-01-03 22:00:00,0.0,0.0,12.21,0.0,3.06,3.76,316.9,17.35,22,1,3,4.143163235696056
2025-01-03 23:00:00,0.0,0.0,11.49,0.0,2.97,3.59,298.3,17.1,23,1,3,3.9558393659970323
2025-01-04 00:00:00,0.0,0.0,10.76,0.0,3.13,3.7,283.9,16.7,0,1,4,4.0770489287434595
2025-01-04 01:00:00,0.0,0.0,10.08,0.0,3.04,3.51,277.0,16.36,1,1,4,3.867686956726903
2025-01-04 02:00:00,0.0,0.0,9.61,0.0,2.65,2.99,273.1,16.3,2,1,4,3.294696296471066
2025-01-04 03:00:00,0.0,0.0,9.21,0.0,2.33,2.58,269.8,16.4,3,1,4,2.8429151989616557
2025-01-04 04:00:00,0.0,0.0,8.81,0.0,1.96,2.14,264.1,16.55,4,1,4,2.358076947975947
2025-01-04 05:00:00,0.0,0.0,8.51,0.0,1.89,2.08,256.1,16.5,5,1,4,2.2919626410233502
2025-01-04 06:00:00,5.47,7.27,8.31,5.47,1.81,2.0,250.1,16.47,6,1,4,2.2038102317532213
2025-01-04 07:00:00,136.02,383.94,9.84,136.55,1.59,1.78,246.5,16.7,7,1,4,1.961391106260367
2025-01-04 08:00:00,347.77,655.92,12.24,348.62,1.29,1.45,245.6,17.28,8,1,4,1.5977624180210854
2025-01-04 09:00:00,533.67,788.19,15.35,534.47,1.16,1.13,247.5,17.87,9,1,4,1.24515278094057
2025-01-04 10:00:00,666.4,848.24,18.21,667.03,0.73,0.77,235.1,18.54,10,1,4,0.8484669392249903
2025-01-04 11:00:00,732.17,880.09,20.94,732.62,0.43,0.55,209.4,19.23,11,1,4,0.6060478137321359
2025-01-04 12:00:00,727.2,873.86,23.15,727.53,0.67,0.82,170.9,19.91,12,1,4,0.9035621950188207
2025-01-04 13:00:00,648.88,827.78,24.82,649.47,1.15,1.33,153.6,20.49,13,1,4,1.4655338041158923
2025-01-04 14:00:00,503.48,745.09,25.74,504.33,1.71,2.03,145.2,20.92,14,1,4,2.2368673852295196
2025-01-04 15:00:00,310.23,604.83,25.39,311.1,1.98,2.63,136.8,20.98,15,1,4,2.898010454755486
2025-01-04 16:00:00,104.15,266.58,22.87,104.55,2.23,3.25,133.9,20.17,16,1,4,3.5811916265989847
2025-01-04 17:00:00,0.0,0.0,20.19,0.0,2.51,3.55,138.3,19.79,17,1,4,3.9117631613619674
2025-01-04 18:00:00,0.0,0.0,18.75,0.0,2.36,3.33,149.1,19.75,18,1,4,3.6693440358691136
2025-01-04 19:00:00,0.0,0.0,17.86,0.0,2.37,3.2,166.3,19.55,19,1,4,3.5260963708051545
2025-01-04 20:00:00,0.0,0.0,17.26,0.0,2.72,3.43,183.2,19.05,20,1,4,3.779534547456775
2025-01-04 21:00:00,0.0,0.0,16.92,0.0,3.1,3.81,195.2,18.56,21,1,4,4.198258491489887
2025-01-04 22:00:00,0.0,0.0,16.62,0.0,3.4,4.14,201.9,17.95,22,1,4,4.561887179729168
2025-01-04 23:00:00,0.0,0.0,16.2,0.0,3.55,4.31,201.8,17.49,23,1,4,4.749211049428191
2025-01-05 00:00:00,0.0,0.0,15.65,0.0,3.59,4.32,196.1,17.13,0,1,5,4.760230100586958
2025-01-05 01:00:00,0.0,0.0,14.99,0.0,3.7,4.44,189.5,16.91,1,1,5,4.892458714492152
2025-01-05 02:00:00,0.0,0.0,14.29,0.0,3.91,4.69,184.2,16.81,2,1,5,5.167934993461304
2025-01-05 03:00:00,0.0,0.0,13.41,0.0,4.27,5.16,178.1,16.76,3,1,5,5.685830397923311
2025-01-05 04:00:00,0.0,0.0,12.46,0.0,4.82,5.92,175.1,16.7,4,1,5,6.523278285989535
2025-01-05 05:00:00,0.0,0.0,11.43,0.0,5.25,6.53,177.0,16.61,5,1,5,7.195440406674268
2025-01-05 06:00:00,5.25,5.0,10.46,5.28,5.4,6.78,182.4,16.34,6,1,5,7.47091668564342
2025-01-05 07:00:00,133.12,352.07,12.87,133.75,5.39,6.63,190.9,16.98,7,1,5,7.305630918261929
2025-01-05 08:00:00,344.1,620.72,15.66,345.23,5.45,6.01,188.6,18.25,8,1,5,6.62244974641843
2025-01-05 09:00:00,530.58,753.04,18.82,531.65,5.75,6.4,190.3,20.23,9,1,5,7.052192741610309
2025-01-05 10:00:00,663.85,793.37,21.61,664.67,4.96,6.03,198.9,21.94,10,1,5,6.644487848735962
2025-01-05 11:00:00,721.9,756.86,23.22,722.4,3.98,5.55,211.4,22.86,11,1,5,6.115573393115189
2025-01-05 12:00:00,714.28,722.26,24.2,714.55,3.95,5.74,230.0,23.31,12,1,5,6.324935365131745
2025-01-05 13:00:00,632.28,647.4,24.48,632.55,4.54,6.49,251.2,23.36,13,1,5,7.151364202039203
2025-01-05 14:00:00,482.73,531.87,24.05,482.98,5.38,7.37,270.0,23.05,14,1,5,8.121040704010621
2025-01-05 15:00:00,285.42,349.82,22.76,285.62,5.92,7.67,284.6,22.35,15,1,5,8.451612238773604
2025-01-05 16:00:00,90.8,77.54,19.34,90.88,5.56,7.62,295.4,20.72,16,1,5,8.396516982979774
2025-01-05 17:00:00,0.0,0.0,15.66,0.0,5.74,7.68,297.0,19.23,17,1,5,8.46263128993237
2025-01-05 18:00:00,0.0,0.0,14.59,0.0,5.71,7.45,295.7,18.32,18,1,5,8.20919311328075
2025-01-05 19:00:00,0.0,0.0,13.69,0.0,5.57,7.18,296.5,17.49,19,1,5,7.911678731994065
2025-01-05 20:00:00,0.0,0.0,12.92,0.0,5.66,7.26,298.5,16.92,20,1,5,7.999831141264194
2025-01-05 21:00:00,0.0,0.0,12.31,0.0,5.94,7.61,299.7,16.57,21,1,5,8.385497931821007
2025-01-05 22:00:00,0.0,0.0,11.8,0.0,6.24,7.98,303.0,16.37,22,1,5,8.793202824695353
2025-01-05 23:00:00,0.0,0.0,11.28,0.0,6.57,8.41,311.1,16.22,23,1,5,9.267022024522296
2025-01-06 00:00:00,0.0,0.0,10.81,0.0,6.92,8.89,319.9,16.12,0,1,6,9.79593648014307
2025-01-06 01:00:00,0.0,0.0,10.45,0.0,7.57,9.75,327.9,16.32,1,1,6,10.743574879796954
2025-01-06 02:00:00,0.0,0.0,10.14,0.0,8.26,10.35,331.5,16.62,2,1,6,11.40471794932292
2025-01-06 03:00:00,0.0,0.0,9.81,0.0,8.49,10.46,332.1,16.66,3,1,6,11.525927512069348
2025-01-06 04:00:00,0.0,0.0,9.45,0.0,8.46,10.48,333.2,16.57,4,1,6,11.54796561438688
2025-01-06 05:00:00,0.0,0.0,9.14,0.0,8.37,10.39,334.3,16.47,5,1,6,11.448794153957985
2025-01-06 06:00:00,4.32,0.0,8.89,4.4,8.19,10.21,336.1,16.39,6,1,6,11.250451233100195
2025-01-06 07:00:00,98.53,67.96,10.3,101.85,8.37,9.83,337.8,16.83,7,1,6,10.831727289067082
2025-01-06 08:00:00,280.67,272.4,12.69,293.48,8.95,10.23,341.2,17.58,8,1,6,11.272489335417728
2025-01-06 09:00:00,468.52,440.74,15.35,487.5,9.58,10.84,344.2,18.5,9,1,6,11.94465145610246
2025-01-06 10:00:00,613.35,557.75,17.69,631.08,9.82,11.05,343.9,19.29,10,1,6,12.176051530436549
2025-01-06 11:00:00,700.38,661.04,19.75,710.92,9.84,11.04,341.8,19.96,11,1,6,12.16503247927778
2025-01-06 12:00:00,702.47,699.01,21.31,707.03,9.77,11.0,339.0,20.56,12,1,6,12.120956274642717
2025-01-06 13:00:00,630.0,682.84,22.2,630.22,9.67,10.99,336.5,21.0,13,1,6,12.109937223483952
2025-01-06 14:00:00,487.25,603.3,22.45,487.6,9.61,11.05,334.9,21.25,14,1,6,12.176051530436549
2025-01-06 15:00:00,296.77,467.97,22.09,297.15,9.51,11.06,334.3,21.17,15,1,6,12.187070581595314
2025-01-06 16:00:00,99.7,176.8,19.51,99.85,8.75,10.53,333.7,20.56,16,1,6,11.603060870180709
2025-01-06 17:00:00,0.0,0.0,16.33,0.0,8.11,10.24,335.5,19.65,17,1,6,11.283508386576493
2025-01-06 18:00:00,0.0,0.0,15.89,0.0,8.14,10.19,343.5,19.16,18,1,6,11.228413130782663
2025-01-06 19:00:00,0.0,0.0,15.49,0.0,7.6,9.53,349.1,18.49,19,1,6,10.501155754304099
2025-01-06 20:00:00,0.0,0.0,14.86,0.0,7.01,8.95,354.5,17.81,20,1,6,9.862050787095665
2025-01-06 21:00:00,0.0,0.0,14.29,0.0,6.63,8.61,1.1,17.31,21,1,6,9.487403047697617
2025-01-06 22:00:00,0.0,0.0,13.54,0.0,6.19,8.13,5.9,16.86,22,1,6,8.958488592076845
2025-01-06 23:00:00,0.0,0.0,12.71,0.0,5.85,7.7,7.5,16.45,23,1,6,8.484669392249902
2025-01-07 00:00:00,0.0,0.0,11.92,0.0,5.64,7.39,6.9,16.11,0,1,7,8.143078806328152
2025-01-07 01:00:00,0.0,0.0,11.21,0.0,5.47,7.15,5.6,15.71,1,1,7,7.878621578517767
2025-01-07 02:00:00,0.0,0.0,10.46,0.0,5.44,7.08,3.7,15.34,2,1,7,7.801488220406403
2025-01-07 03:00:00,0.0,0.0,10.0,0.0,5.61,7.3,0.9,15.13,3,1,7,8.043907345899258
2025-01-07 04:00:00,0.0,0.0,9.8,0.0,5.91,7.7,356.9,14.97,4,1,7,8.484669392249902
2025-01-07 05:00:00,0.0,0.0,9.53,0.0,6.27,8.16,356.2,14.85,5,1,7,8.991545745553143
2025-01-07 06:00:00,4.95,4.59,9.25,4.95,6.29,8.21,0.5,14.79,6,1,7,9.046641001346975
2025-01-07 07:00:00,129.93,334.35,10.65,130.18,6.01,7.37,8.5,15.72,7,1,7,8.121040704010621
2025-01-07 08:00:00,338.9,611.39,13.24,339.4,5.27,5.8,18.6,16.84,8,1,7,6.391049672084342
2025-01-07 09:00:00,524.3,759.95,16.25,524.88,3.59,3.91,25.1,17.93,9,1,7,4.3084490030775475
2025-01-07 10:00:00,657.58,821.18,19.48,658.12,1.96,2.1,20.1,19.05,10,1,7,2.3140007433408827
2025-01-07 11:00:00,710.67,769.77,21.41,711.2,1.03,0.82,317.0,19.98,11,1,7,0.9035621950188207
2025-01-07 12:00:00,705.75,766.32,22.58,706.22,2.01,1.86,255.4,20.56,12,1,7,2.049543515530496
2025-01-07 13:00:00,629.0,723.42,23.24,629.4,3.04,3.01,252.2,20.86,13,1,7,3.316734398788598
2025-01-07 14:00:00,486.2,631.28,23.41,488.0,3.72,3.83,261.9,20.81,14,1,7,4.220296593807419
2025-01-07 15:00:00,296.77,490.4,22.92,297.85,3.96,4.21,274.4,20.56,15,1,7,4.639020537840531
2025-01-07 16:00:00,100.8,190.1,20.25,101.07,3.84,4.63,284.6,19.73,16,1,7,5.101820686508708
2025-01-07 17:00:00,0.0,0.0,17.0,0.0,3.88,4.81,298.0,18.7,17,1,7,5.300163607366497
2025-01-07 18:00:00,0.0,0.0,16.04,0.0,3.76,4.62,311.8,18.35,18,1,7,5.0908016353499415
2025-01-07 19:00:00,0.0,0.0,15.36,0.0,3.41,4.09,322.7,18.06,19,1,7,4.506791923935338
2025-01-07 20:00:00,0.0,0.0,14.62,0.0,2.76,3.23,330.3,17.92,20,1,7,3.5591535242814523
2025-01-07 21:00:00,0.0,0.0,13.72,0.0,1.92,2.21,335.6,17.82,21,1,7,2.4352103060873094
2025-01-07 22:00:00,0.0,0.0,12.74,0.0,1.06,1.19,347.4,17.74,22,1,7,1.3112670878931667
2025-01-07 23:00:00,0.0,0.0,11.81,0.0,0.54,0.64,70.7,17.71,23,1,7,0.7052192741610308
2025-01-08 00:00:00,0.0,0.0,11.13,0.0,1.22,1.47,133.9,17.7,0,1,8,1.6198005203386177
2025-01-08 01:00:00,0.0,0.0,10.72,0.0,1.85,2.16,154.3,17.53,1,1,8,2.380115050293479
2025-01-08 02:00:00,0.0,0.0,10.23,0.0,2.24,2.64,159.6,17.3,2,1,8,2.909029505914252
2025-01-08 03:00:00,0.0,0.0,9.64,0.0,2.54,3.0,152.2,17.15,3,1,8,3.3057153476298318
2025-01-08 04:00:00,0.0,0.0,9.22,0.0,2.82,3.34,146.6,17.01,4,1,8,3.6803630870278794
2025-01-08 05:00:00,0.0,0.0,8.83,0.0,2.95,3.52,147.5,16.88,5,1,8,3.8787060078856697
2025-01-08 06:00:00,4.93,3.87,8.5,4.93,3.05,3.66,150.1,16.7,6,1,8,4.0329727241083955
2025-01-08 07:00:00,129.2,333.55,10.36,129.98,3.17,3.93,151.6,17.22,7,1,8,4.33048710539508
2025-01-08 08:00:00,339.1,624.6,12.79,341.65,3.76,4.24,153.5,18.73,8,1,8,4.672077691316829
2025-01-08 09:00:00,526.0,755.98,16.35,529.58,4.24,4.62,153.9,19.57,9,1,8,5.0908016353499415
2025-01-08 10:00:00,647.53,776.47,19.22,666.55,4.21,4.55,154.5,20.25,10,1,8,5.013668277238578
2025-01-08 11:00:00,615.08,350.5,21.0,726.3,3.83,4.14,158.8,20.85,11,1,8,4.561887179729168
2025-01-08 12:00:00,639.67,544.98,22.0,722.72,3.22,3.51,164.3,21.32,12,1,8,3.867686956726903
2025-01-08 13:00:00,546.03,313.8,22.13,645.25,2.44,2.71,170.6,21.6,13,1,8,2.986162864025615
2025-01-08 14:00:00,374.0,127.89,22.19,500.0,1.63,1.89,180.3,21.61,14,1,8,2.082600669006794
2025-01-08 15:00:00,231.25,87.37,21.55,307.98,0.91,1.12,201.5,21.33,15,1,8,1.234133729781804
2025-01-08 16:00:00,80.93,33.75,19.07,108.22,0.5,0.58,276.9,20.74,16,1,8,0.6391049672084341
2025-01-08 17:00:00,0.0,0.0,16.83,0.0,1.17,1.36,348.1,20.19,17,1,8,1.4985909575921905
2025-01-08 18:00:00,0.0,0.0,16.07,0.0,2.03,2.41,5.7,19.57,18,1,8,2.6555913292626316
2025-01-08 19:00:00,0.0,0.0,15.68,0.0,2.64,3.13,10.5,18.97,19,1,8,3.4489630126937914
2025-01-08 20:00:00,0.0,0.0,15.19,0.0,2.76,3.25,11.3,18.56,20,1,8,3.5811916265989847
2025-01-08 21:00:00,0.0,0.0,14.56,0.0,2.4,2.8,359.8,18.35,21,1,8,3.0853343244545095
2025-01-08 22:00:00,0.0,0.0,13.77,0.0,2.09,2.4,335.7,18.11,22,1,8,2.6445722781038654
2025-01-08 23:00:00,0.0,0.0,12.97,0.0,2.04,2.33,313.8,17.78,23,1,8,2.5674389199925027
2025-01-09 00:00:00,0.0,0.0,12.2,0.0,1.97,2.2,299.9,17.46,0,1,9,2.4241912549285436
2025-01-09 01:00:00,0.0,0.0,11.67,0.0,1.47,1.59,293.3,17.36,1,1,9,1.752029134243811
2025-01-09 02:00:00,0.0,0.0,11.28,0.0,0.3,0.2,306.9,17.54,2,1,9,0.22038102317532215
2025-01-09 03:00:00,0.0,0.0,10.89,0.0,1.4,1.73,109.9,17.47,3,1,9,1.9062958504665364
2025-01-09 04:00:00,0.0,0.0,10.37,0.0,2.88,3.43,117.0,16.9,4,1,9,3.779534547456775
2025-01-09 05:00:00,0.0,0.0,9.68,0.0,3.65,4.38,122.0,16.44,5,1,9,4.826344407539555
2025-01-09 06:00:00,4.4,0.0,9.63,4.82,4.0,4.84,125.1,16.22,6,1,9,5.333220760842796
2025-01-09 07:00:00,110.95,154.78,11.62,125.82,4.07,5.07,127.7,17.1,7,1,9,5.586658937494416
2025-01-09 08:00:00,280.9,244.07,13.96,336.48,4.47,4.98,134.3,18.8,8,1,9,5.487487477065522
2025-01-09 09:00:00,448.7,395.99,17.03,525.15,4.69,5.22,149.2,19.9,9,1,9,5.751944704875908
2025-01-09 10:00:00,572.45,417.89,19.79,662.2,4.74,5.29,156.6,20.8,10,1,9,5.8290780629872705
2025-01-09 11:00:00,574.15,135.06,21.29,721.1,4.47,5.05,155.9,21.42,11,1,9,5.564620835176884
2025-01-09 12:00:00,587.03,235.22,22.41,720.78,4.24,4.9,152.4,21.78,12,1,9,5.399335067795393
2025-01-09 13:00:00,498.55,126.4,22.97,646.08,4.16,4.91,146.8,21.93,13,1,9,5.410354118954158
2025-01-09 14:00:00,363.6,62.47,22.85,506.17,4.42,5.19,138.8,21.84,14,1,9,5.71888755139961
2025-01-09 15:00:00,223.68,40.47,22.39,314.55,5.01,5.74,131.6,21.38,15,1,9,6.324935365131745
2025-01-09 16:00:00,80.15,16.92,20.37,112.35,5.17,6.28,128.6,20.31,16,1,9,6.919964127705115
2025-01-09 17:00:00,0.0,0.0,18.16,0.0,5.09,6.66,133.1,19.14,17,1,9,7.338688071738227
2025-01-09 18:00:00,0.0,0.0,16.56,0.0,5.01,6.54,140.5,18.87,18,1,9,7.206459457833033
2025-01-09 19:00:00,0.0,0.0,15.14,0.0,4.79,6.23,147.7,18.63,19,1,9,6.864868871911285
2025-01-09 20:00:00,0.0,0.0,14.24,0.0,4.65,6.0,154.0,18.42,20,1,9,6.6114306952596635
2025-01-09 21:00:00,0.0,0.0,13.8,0.0,4.58,5.86,158.6,18.18,21,1,9,6.457163979036939
2025-01-09 22:00:00,0.0,0.0,13.43,0.0,4.52,5.73,160.2,17.95,22,1,9,6.31391631397298
2025-01-09 23:00:00,0.0,0.0,13.01,0.0,4.29,5.37,161.0,17.73,23,1,9,5.917230472257399
2025-01-10 00:00:00,0.0,0.0,12.5,0.0,3.91,4.82,163.7,17.51,0,1,10,5.311182658525263
2025-01-10 01:00:00,0.0,0.0,12.03,0.0,3.4,4.13,166.8,17.34,1,1,10,4.550868128570402
2025-01-10 02:00:00,0.0,0.0,11.58,0.0,2.8,3.36,166.4,17.36,2,1,10,3.702401189345412
2025-01-10 03:00:00,0.0,0.0,11.04,0.0,2.04,2.43,172.4,17.43,3,1,10,2.677629431580164
2025-01-10 04:00:00,0.0,0.0,10.47,0.0,1.6,1.89,205.3,17.17,4,1,10,2.082600669006794
2025-01-10 05:00:00,0.0,0.0,9.93,0.0,2.19,2.62,239.7,16.69,5,1,10,2.88699140359672
2025-01-10 06:00:00,4.65,0.76,9.55,4.65,3.14,3.82,258.5,16.34,6,1,10,4.209277542648652
2025-01-10 07:00:00,122.35,239.69,11.22,122.78,4.15,5.01,269.0,16.84,7,1,10,5.520544630541819
2025-01-10 08:00:00,329.0,505.08,13.87,329.73,4.47,4.74,278.7,18.09,8,1,10,5.223030249255134
2025-01-10 09:00:00,519.95,671.29,17.87,520.65,3.83,4.09,294.4,19.63,9,1,10,4.506791923935338
2025-01-10 10:00:00,659.55,748.96,20.03,660.1,3.69,4.03,302.1,20.87,10,1,10,4.440677616982741
2025-01-10 11:00:00,740.05,847.13,21.22,740.42,3.53,3.98,308.2,21.65,11,1,10,4.38558236118891
2025-01-10 12:00:00,738.95,858.92,21.92,739.05,3.25,3.89,312.5,22.02,12,1,10,4.286410900760016
2025-01-10 13:00:00,664.42,820.43,22.18,664.72,3.23,4.05,313.6,22.18,13,1,10,4.462715719300273
2025-01-10 14:00:00,523.15,754.29,21.87,523.53,3.61,4.57,312.5,22.15,14,1,10,5.035706379556111
2025-01-10 15:00:00,329.58,619.03,20.98,329.98,4.23,5.28,310.6,21.88,15,1,10,5.818059011828504
2025-01-10 16:00:00,122.97,296.89,18.64,123.2,4.34,5.96,308.0,20.73,16,1,10,6.5673544906245995
2025-01-10 17:00:00,0.0,0.0,15.06,0.0,4.88,6.46,301.5,19.35,17,1,10,7.1183070485629045
